SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,JAN_2025,PeakWE,-15.440676
WRSBES_BESS1,JAN_2025,PeakWE,-15.645722
SBEAN_BESS,JAN_2025,PeakWE,-15.470895
REDBARN_RN,JAN_2025,PeakWE,-13.648585
VISION_RN,JAN_2025,PeakWE,-1.114230
GRIF_TRL_RN,JAN_2025,PeakWE,-0.806636
VIC_VICTORG6,JAN_2025,PeakWE,1.667152
MYR_ALL,JAN_2025,PeakWE,-0.174110
CEDROHI_CHW1,JAN_2025,PeakWE,11.920621
HAMI_BESS_RN,JAN_2025,PeakWE,-8.548253
BRP_ZPT1_RN,JAN_2025,PeakWE,-1.797715
N_MRD_ESR_RN,JAN_2025,PeakWE,8.318911
VORT_ALL_RN,JAN_2025,PeakWE,-0.981909
SAN_SANMIGG1,JAN_2025,PeakWE,4.436671
SC2SES_UNIT1,JAN_2025,PeakWE,-0.923612
MCLNSLR_RN,JAN_2025,PeakWE,-4.918885
CBECII_CT7,JAN_2025,PeakWE,-0.309489
WILDWIND_ALL,JAN_2025,PeakWE,-1.572155
TGCCS_ALL,JAN_2025,PeakWE,-0.917581
HB_NORTH,JAN_2025,PeakWE,-1.527767
COTPLNS_RN,JAN_2025,PeakWE,0.851671
CISC_RN,JAN_2025,PeakWE,-1.407555
CALAVER_JKS2,JAN_2025,PeakWE,-8.066683
VIC_VICTORG5,JAN_2025,PeakWE,1.667152
SPNC_SPNCE_5,JAN_2025,PeakWE,-1.251360
SPNC_SPNCE_4,JAN_2025,PeakWE,-1.251360
CALAVER_JKS1,JAN_2025,PeakWE,-8.066683
CALAVER_JTD2,JAN_2025,PeakWE,-5.851613
CALAVER_JTD1,JAN_2025,PeakWE,-5.851613
HHGT_KENDAL,JAN_2025,PeakWE,-3.464842
BRPMAGNO_RN,JAN_2025,PeakWE,-3.302462
LASSO_GEN,JAN_2025,PeakWE,-15.033150
LGE_LGE_GT2,JAN_2025,PeakWE,5.672520
LGE_LGE_GT1,JAN_2025,PeakWE,5.672520
RIPPEY_ALL,JAN_2025,PeakWE,-0.866996
SANDHSYD6_7,JAN_2025,PeakWE,-6.108274
BRP_PBL2_RN,JAN_2025,PeakWE,-7.507273
DC_R,JAN_2025,PeakWE,8.064469
PAVO_ESS_ALL,JAN_2025,PeakWE,-15.112223
DC_N,JAN_2025,PeakWE,-0.105679
PISG_RN_ALL,JAN_2025,PeakWE,-1.270834
ALGOD_ALL_RN,JAN_2025,PeakWE,10.279456
DC_L,JAN_2025,PeakWE,13.012045
TNSKA_CCU,JAN_2025,PeakWE,-1.555396
VANCOURT_RN,JAN_2025,PeakWE,13.290663
LPCCS_UNIT1,JAN_2025,PeakWE,-1.164599
DC_E,JAN_2025,PeakWE,-1.523900
LPCCS_UNIT2,JAN_2025,PeakWE,-1.164599
NCARBID_PUN1,JAN_2025,PeakWE,1.049768
NCARBID_PUN2,JAN_2025,PeakWE,1.050287
CN_BRKS_UNT1,JAN_2025,PeakWE,1.029237
QALSW_ALL,JAN_2025,PeakWE,-15.444496
LZ_AEN,JAN_2025,PeakWE,-5.161689
WAP_WAPGT_1,JAN_2025,PeakWE,-0.407346
TXCTY_CTB,JAN_2025,PeakWE,-1.967855
TXCTY_CTC,JAN_2025,PeakWE,-1.967855
TORR_ALL,JAN_2025,PeakWE,13.597242
TXCTY_CTA,JAN_2025,PeakWE,-1.967855
REDFISH_ALL,JAN_2025,PeakWE,13.217154
PANDA_T2_ST1,JAN_2025,PeakWE,-2.433347
SWT_BESS_RN,JAN_2025,PeakWE,-5.896490
DECKER_GT,JAN_2025,PeakWE,-6.765914
OBERON_U1,JAN_2025,PeakWE,-15.800302
MISAE_GEN_RN,JAN_2025,PeakWE,0.387245
N_AL_BESS_RN,JAN_2025,PeakWE,7.037035
ANEM_ESS_RN,JAN_2025,PeakWE,12.349805
