SourceSink,CalendarPeriod,TimeOfUse,ShadowPricePerMWH
CEDRVALE_RN,NOV_2025,PeakWE,-1.616150
PRO_RN,NOV_2025,PeakWE,-3.272863
WRSBES_BESS1,NOV_2025,PeakWE,-2.258160
SRWE1_UNIT1,NOV_2025,PeakWE,6.248042
SBEAN_BESS,NOV_2025,PeakWE,-1.534797
CAPRIDG4_CR4,NOV_2025,PeakWE,6.678411
REDBARN_RN,NOV_2025,PeakWE,2.441309
RN_RTS1,NOV_2025,PeakWE,6.254574
VISION_RN,NOV_2025,PeakWE,0.762073
GRIF_TRL_RN,NOV_2025,PeakWE,6.947233
LOS_LOSTPST1,NOV_2025,PeakWE,-0.996160
VIC_VICTORG6,NOV_2025,PeakWE,-1.731871
BRP_PBL1_RN,NOV_2025,PeakWE,-22.346751
VIC_VICTORG5,NOV_2025,PeakWE,-1.731871
STEA_STEAM_2,NOV_2025,PeakWE,0.793261
STEA_STEAM_1,NOV_2025,PeakWE,0.841468
MYR_ALL,NOV_2025,PeakWE,-2.673426
RHESS2_ESS1,NOV_2025,PeakWE,-2.003879
CEDROHI_CHW1,NOV_2025,PeakWE,7.394742
STEA_STEAM_3,NOV_2025,PeakWE,0.793261
BRP_ZPT1_RN,NOV_2025,PeakWE,4.687230
BYU_BYU_12,NOV_2025,PeakWE,-7.721557
OGSES_2,NOV_2025,PeakWE,0.240674
OGSES_1,NOV_2025,PeakWE,0.241045
SPNC_SPNCE_5,NOV_2025,PeakWE,2.508537
VORT_ALL_RN,NOV_2025,PeakWE,6.533928
SPNC_SPNCE_4,NOV_2025,PeakWE,2.508537
MESQCRK_ALL,NOV_2025,PeakWE,6.248042
SAN_SANMIGG1,NOV_2025,PeakWE,1.061632
SC2SES_UNIT1,NOV_2025,PeakWE,0.569360
MCLNSLR_RN,NOV_2025,PeakWE,-18.941124
SCES_UNIT1,NOV_2025,PeakWE,1.820079
SPLAIN2_RN,NOV_2025,PeakWE,9.999280
CBECII_CT7,NOV_2025,PeakWE,-0.817215
WILDWIND_ALL,NOV_2025,PeakWE,1.874067
TGCCS_ALL,NOV_2025,PeakWE,0.725434
WFTANK_ESS1,NOV_2025,PeakWE,8.258713
HB_NORTH,NOV_2025,PeakWE,1.070079
COTPLNS_RN,NOV_2025,PeakWE,9.999280
BBREEZE_1_2,NOV_2025,PeakWE,10.170079
BRAUNIG_VHB3,NOV_2025,PeakWE,-2.953441
HICK_G1_G2,NOV_2025,PeakWE,4.718297
PYR_PYRON1,NOV_2025,PeakWE,7.488297
BRAUNIG_VHB1,NOV_2025,PeakWE,-1.773105
BRAUNIG_VHB2,NOV_2025,PeakWE,-1.773105
WIR_WIRTZ_G1,NOV_2025,PeakWE,-4.960305
WIR_WIRTZ_G2,NOV_2025,PeakWE,-4.960305
AZ_ALL,NOV_2025,PeakWE,-6.750131
CALAVER_JKS2,NOV_2025,PeakWE,-0.890505
CALAVER_JKS1,NOV_2025,PeakWE,-0.890505
BYU_BYU_34,NOV_2025,PeakWE,-7.721557
CALAVER_JTD2,NOV_2025,PeakWE,-2.473304
CALAVER_JTD1,NOV_2025,PeakWE,-2.473304
HHGT_KENDAL,NOV_2025,PeakWE,1.430079
OXY_OXY_CCG1,NOV_2025,PeakWE,4.433974
BRPMAGNO_RN,NOV_2025,PeakWE,-26.293888
LASSO_GEN,NOV_2025,PeakWE,-0.105602
LGE_LGE_GT2,NOV_2025,PeakWE,1.414881
LGE_LGE_GT1,NOV_2025,PeakWE,1.414881
RIPPEY_ALL,NOV_2025,PeakWE,1.031554
SWTWN4_WND45,NOV_2025,PeakWE,7.543791
SANDHSYD6_7,NOV_2025,PeakWE,-2.068040
BRP_PBL2_RN,NOV_2025,PeakWE,-16.263918
DC_R,NOV_2025,PeakWE,-0.181834
DC_N,NOV_2025,PeakWE,10.176568
PISG_RN_ALL,NOV_2025,PeakWE,0.698565
ALGOD_ALL_RN,NOV_2025,PeakWE,3.423187
DC_L,NOV_2025,PeakWE,8.393210
CITYVICT_ALL,NOV_2025,PeakWE,-1.731871
TNSKA_CCU,NOV_2025,PeakWE,2.150079
VANCOURT_RN,NOV_2025,PeakWE,5.927512
